Name,Original Title,Korean Name,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Number of Ratings (num),Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Who Are You: School 2015,Huayu: Hakgyo 2015,???: ?? 2015,TV Series,2015,TV-Y7,N/A,16,1,1,7.6,2.9K,2900,https://m.media-amazon.com/images/M/MV5BNWRlNzg4ZTctYjE3ZC00NGM2LWIyMzAtNTAwMjViOTdhYWE2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1000522265/1434659607842-pgv4ql-1649769974114.mp4?Expires=1730940324&Signature=rvM5QLPy~GYNL~MMrYNWUmNOnlpcng76ocniKRZDGg5qVweazRR4Lrc5y5OfjZB5YkmXNtS-P-KTC7jCTqNXxnMne-PQL1LN~rAYPVa-iGJn1~p6TpFZRaehTS1jIJj5W6QDS2A4qjFwVcF7O~HDgaDJ-z31ZTY53pg0ta9rWDNmhCoGsMkYpkogwIHAlw6t5~KzUK~vxi0Iqf0B723jYHhwd6W88F9vmgGYCX4X4KbrSw2SRRJytYdwQNj-JTr1rbSse0efT7rCQ0ShvKawMFRzlPMMdG-cwHJHPzfKejp5QhXkgCglHWAe1Tha8Xg7-TN9EET0GlAH47Z4R9mQ1A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Mystery, Romance","Two twin sisters, who are orphans, get separated when one of them gets adopted. However, fate brings them together during their darkest hours as their lives get switched.","Nam Joo-hyuk, Kim Jung-nan, Kim So-hyun",Watch on Tubi (https://tubitv.com/)
The Atypical Family,Hi-eo-ro-neun A-nib-ni-da-man,???? ?????,TV Series,2024,N/A,1h,12,1,1,7.6,2.9K,2900,https://m.media-amazon.com/images/M/MV5BZDE5Njc0ODYtYWRhYS00NjVlLTg2MWQtZWY5YTRmYjJlNjNiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1541522969/1434659607842-pgv4ql-1713968084480.mp4?Expires=1730932165&Signature=Y1B~wUYpCg4nNW59FoKgSdn2rCPXsbm6IV2F92hxgZfwnQopWVl~eqidh1OzmxLHOhHBla~StLnOJz~-1d~dQJXNCTUPMD-bg37El4gOb1~JlQgaCnzh1oq5~YRYKPJqWckenRFhZ1s4I94a-D15QhQ2VGeUAUjgKt6FZWDfZ9IHP7HoVEiCGciFmVZz~L-QbzRaonPGPrLJhxeU8NdsSj8x4FRGZg6tbCPGrKXyKCED44CD9tTbgwz3gkEdGvIDvE-~Km3i-oR~DdjEKxYYdXLgy2xuWciu6p0IM77~AhiL626Cr5uRrFo-QDLRnj8P6XQ8g5Jf3ZaTSbXjNLGH5A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Fantasy, Romance","Bok Gwi Joo's family has supernatural abilities. He can revisit happy past moments. Depression causes him to lose this power. His family also loses abilities due to modern issues. Do Da He joins their household, instigating change.","Jang Ki-yong, Chun Woo-hee, Claudia Kim",Watch on Netflix (https://www.netflix.com/watch/81773839)
Lawless Lawyer,Mubeop Byeonhosa,?? ???,TV Series,2018,N/A,1h,16,1,1,7.6,2.9K,2900,https://m.media-amazon.com/images/M/MV5BYmQ0NTg3MWItYTg4MS00NzMyLTk5NjgtZjk3NzAwMTdlZTc5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3422077721/1434659607842-pgv4ql-1636096303029.mp4?Expires=1730939360&Signature=mlENlIIUKWV9oLoQ5NNY~mqfKDgp~z9bBxqLJ21HLr-zqqz4qrHCHjebvss6cmwhPEsh6GQwlxd1FBnDhdjXiOPfPA59eo1IndIf2GF-S88ZzMcojleQGJKXIOGZ-xUGz3hSK5P-g1GZ6HOSHSahEls~3X6ZGGaVIBG9J-e7UpJzY8Fd5f2Au6i6Jap4s8Ro9TNRKz7iJQp8ijW46gLqWBTem6Gn2UA2QY2N7~VeqEh9MxRp3R3lM2QwuYEiikTXTaxiaE9MNAqX5-2JH1tvDWttWjK1FX438RDOFg8mp2Lm6nNscnKnq2CELKyepC7juFBGOHdQNqg1C7Hw~4Q3MA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Drama, Thriller","Sangpil had witnessed the death of his mother, a former human rights lawyer. Brought up by his gangster uncle, he became an unprecedented gangster lawyer to avenge his mother's death.","Lee Joon-gi, Seo Ye-ji, Lee Hye-yeong",N/A
Misaeng,N/A,??,TV Series,2014,N/A,1h,20,1,1,8.5,2.8K,2800,https://m.media-amazon.com/images/M/MV5BMGFlM2M2M2ItOTQyOS00YjY4LWI2MWItMDBlZjYwZTQ0M2MzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Korean Drama, Workplace Drama, Drama","This a Drama series about a group of co-workers in their twenties who started their job at a big multinational company. This is a story about their everyday life, about their journey each day at the office.","Si-Wan Yim, Lee Sung-min, Kang So-ra","Watch on Netflix (https://www.netflix.com/watch/80165295), Watch on The Roku Channel (https://therokuchannel.roku.com/details/a95cf01d8e445b50b63afa66401a32a5), Watch on Tubi (https://tubitv.com/)"
Voice,Boiseu,???,TV Series,2017-2025,TV-14,1h,60,5,6,7.6,2.8K,2800,https://m.media-amazon.com/images/M/MV5BNDYwNTQ4ZDMtMmEwYy00OTI1LThiZTAtNTUzMGVlZmY3ZjU2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1574355225/1434659607842-pgv4ql-1604506448881.mp4?Expires=1730940256&Signature=oX5sCz98rSvoaqeGW4JY~DCBHZ0wsYNnlTGqa6yNvqnSDGe46vYxrrBPcqKNvqlENDoEejDZt7nMjHtSb6F6nZp0XQWsildB38sVKWJLr1gzFErzHtaxFh4gturuCSpW4iUOstiqWvzmo2k5ENjPX-sARdDWoj8K~Of5yI3Sr6xMqd7b9rMDqNfbVUIOevGInm5GRrxUZWmou9jkPh~Hiokg8LvrIxgKZGQW9ro2UJ1AXr8w~gh3xG1rU-h3T7K2Ju6tXSNl0n1TKeTMsy10Y2YXJO107HHp7F~28-m1PubaaQSOqZI4WhDnitbYGVzBxgtReQ9ncUwf0zJD1izs~Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Crime, Mystery, Thriller",Revolves around an emergency call center and the employees who attempt to fight crime using the limited information they get from the urgent calls they receive.,"Lee Hana, Son Eun-seo, Song Boo-gun","Watch on Freevee (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b534f109-3387-4da2-b775-4c05c491a434?ref=imdb_web&autoplay=1&ref_=imdbref_tt_wbr_shv__fdv&tag=imdbtag_tt_wbr_shv__fdv-20), Watch on Netflix (https://www.netflix.com/watch/81142595), Watch on Paramount+ (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.3af84a29-b6c5-4b11-9b7e-867a67224a1e?ref_=imdbref_tt_wbr_shv__pvc_paramount%2B&tag=imdbtag_tt_wbr_shv__pvc_paramount%2B-20), Watch on Paramount+ (https://www.cbs.com/all-access/), Watch on The Roku Channel (https://therokuchannel.roku.com/details/4a253b613ba45c1db4b017c62b76bfbc), Watch on Tubi (https://tubitv.com/)"
Ghost Doctor,N/A,??? ??,TV Series,2022,N/A,1h,16,1,2,7.9,2.7K,2700,https://m.media-amazon.com/images/M/MV5BMzE3MmNhNzgtNjZjNi00MDAwLThkNzMtMDcwNTQ2NmYzYTQxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2970665753/1434659607842-pgv4ql-1642683574803.mp4?Expires=1730935829&Signature=TCMzCbj-9Rw~woQLjlmPaqfcHMDq~h5ZOZ0ohm98RJC2Y2reG9YAi3FiysDeLWVmqNILDjYZSgFLeaGTEG71Qv6ICceBBN9yQvTcKdUJqH862m~TGBpYsoU0vS3mTnlmkC4Oy-ZwaK5RmGZBEAun9kSgy0S7bfu~HEZkot6G0OpBvY2Sp6vrCJ3O-Cp0CDCBN8dWEY1EkDcKvRhwzcAudKyjeIkpdZl9vfLxgRig5fQLU8r0-tErHvIuA5RSDJXNMWYhZYJ13KK2RQuwshMSmBk7d-YH6a9nzsEWxavMSciCb-M~7PY3atIaGIAUMADL8tBU0lKoEXDs8XY-Flf9rQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Fantasy, Romance","Cha Young Min is a genius doctor but arrogant and selfish. One day, he gets involved in an unexpected case; his spirit possesses another doctor's body. These two doctors are complete opposites, with personalities and medical abilities.","Rain, Kim Bum, Kim You-Jin",Watch on Netflix (https://www.netflix.com/watch/81587524)
Do Do Sol Sol La La Sol,N/A,???????,TV Mini Series,2020,TV-14,1h,16,1,2,7.3,2.7K,2700,https://m.media-amazon.com/images/M/MV5BNjlkNmRhNjEtMGQyMS00YjllLTgxYzYtMDRhYjc4NDc4YjRjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi269664537/1434659607842-pgv4ql-1608296550642.mp4?Expires=1730939858&Signature=iAi9LypkK4i-NZhCjeOik48awKmuYcgV0l2z2DcofIlOs2IbPTu6foNws999XKDrNQ7gtMmm55sF7sk3z13Vd2ix1pRB0JMKjugW~5BwJxN9bF67k88p2IqNSnDCHHZHH6Vn~1Og3CxqOr4FoS~Q8G5b4YBesSCvjXMvJN4PfCAESrrdaDJJdIR8wxYx8OgshJoCFzZQ2Qtz7pt9mxuIMfHup3UQxNz501IaUN6gZk1tHWMPlmq7rLvE-KPjCaqPBT52oAtkRC-95f68B0E8pKaY1kNPRPYpfQDlWDCJZHmz-POqaFt7mqjTTQR7rGaCsHvCAP65vxwPmZHxiWxBqg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Music, Romance","A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.","Go Ara, Lee Jae-wook, Kim Joo-hun",Watch on Netflix (https://www.netflix.com/watch/81276344)
Clean with Passion for Now,Ildan Ddeugeobge Chungsohara,?? ??? ????,TV Series,2018-2019,N/A,1h 10m,16,1,2,7,2.7K,2700,https://m.media-amazon.com/images/M/MV5BY2U0OGJmY2UtYTk5NS00OGJmLWFlMWMtNjlmNDdmNzQ5OTA4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Romance","Gil Oh Sol, an employee at a cleaning company, meets Jang Sun Gyeol, the boss of the company. The two are diametric opposite when it comes to cleanliness. With the help of Oh Sol, Sun Gyeol faces his mysophobia and finds love.","Yoon Kyun-sang, Kim Yoo-jung, Song Jae-rim",Watch on Netflix (https://www.netflix.com/watch/81030008)
Reply 1997,Eung-dab-ha-ra 1997,???? 1997,TV Series,2012-2013,N/A,50m,16,1,2,7.9,2.6K,2600,https://m.media-amazon.com/images/M/MV5BNWRhYmEyNmYtOTE5My00ZWFmLTk3YTEtMmFhNmU3ZjU1MDBlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Drama, Romance",This drama will focus on the extreme fan culture that emerged in the 1990s when idol groups took center stage and K-pop was blossoming.,"Jung Eun-ji, Seo In-guk, Hoya","Watch on The Roku Channel (https://therokuchannel.roku.com/details/57dc9d56313d54f8b8df08294e4f1415), Watch on Tubi (https://tubitv.com/)"
When the Weather is Fine,Nalssiga joeumyeon chajagagesseoyo,??? ??? ??????,TV Series,2020,N/A,1h,16,1,1,7.7,2.6K,2600,https://m.media-amazon.com/images/M/MV5BMTYzZTkzMWUtZDg2ZS00ODllLWJmNzYtYmIxZGMyNjk1NzA3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3876045337/1434659607842-pgv4ql-1659953841157.mp4?Expires=1730936118&Signature=bQdMyC-dxP3040v6-85NLRYVqqDcrwZ4JndnoVFl3YY~7UlJuF6IP0NlSU~bHyhwInNsylpJPYOKkFTAcp08cvG62af5yvPGbucUIrCLXqLQyRHIInAGIZhIKPTzduDaky7DAaM~VY4GW9~mhNkBFkHSjjGFYXMK~HmGyjF4~WeJtNRVAAyLcxpfsQpUzpSoxhtPk9JyGCPEABJMicIJKe8QNP3C8f5cGOLHZPdzYQtxfu3XSoNOcGylMqFwxPUbjvhvD8-MLoXAE3R2Ioy8h2o9lX3YWOwJAtdXTxGNZ4ZYPZ9aRE4hyTelWCyFe1x3GrrEWuQjSxOVOmYyElup2g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","A story about forgiveness, healing and love taking place around a small book store in the countryside.","Park Min-young, Seo Kang-joon, Moon Jeong-Hee",Watch on Netflix (https://www.netflix.com/watch/81296714)
Encounter,Namjachingoo,????,TV Series,2018-2019,N/A,1h,16,1,2,7.6,2.6K,2600,https://m.media-amazon.com/images/M/MV5BOTRlZjcyMDAtZDdjYS00OTlkLWIzODctOWE1NjljNTRhMDJmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi4294492953/1434659607842-pgv4ql-1636112250426.mp4?Expires=1730936199&Signature=DbMt27TJrw4gy9wJVXaNikuC3xwmFi2X3MKWSWCOJ4OLXweOcmRw5B8iz9hQ~bPzvKJhUa0QBc0F6foxhIAidAUrwab1WRX3HuneuIE5oRutCFP6qspX1ed70lar8GcaVs8aARL6eO3DzS8ciDgKxFjIdwhX~0Dk7vE~LUsqdhMbA5Sx81R~8AAvQxZ94FeDPr2a8IT~pid6-Sxk~TVHeq1MkPgINkfdG5S8eCcQBdhadi94jExmJBJVZKs0Hxrm77EIopXfE2j-CBfqfWN~b1t9kmPnpShqkm1efWb8Q6RjgzetdY-dcxJU-JNrNgjk9gVpI0WAl-8RgWv4ZOdWqA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Brought together by fate, a woman who seems to have everything and a young man who seems to have nothing decides to give up an ordinary life to be together.","Park Bo-gum, Song Hye-kyo, Jeon So-nee",Watch on Netflix (https://www.netflix.com/watch/81685212)
Youth of May,Oworui Cheongchun,??? ??,TV Series,2021,N/A,1h 5m,12,1,1,8.3,2.5K,2500,https://m.media-amazon.com/images/M/MV5BYWI5M2U0ZDQtMGQzMi00MDU4LWE1ZGMtZTcwN2FlNzMzOWI2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi227525401/1434659607842-pgv4ql-1635421268182.mp4?Expires=1730931908&Signature=VP23R-yzMDa2aIHc4T6rY7yTiQn7FWlFFbJmHbhkxKNTtvTnr56bADbCL4AcrJ5~oglvqlO4md7H6xBkddTQr87tZBdJwSPIXjul~tnKCQ71xlwCteHzPSV3BsHGGbl16OWYH7Wed-4sj6umqKW~j~NGJRxRhK5PhFPTYaqNj-przorOo7fNzjrchinvBz8OQ6zB~d9EM7FONqsmhDs-RIm0EDOzPkcCUto-ce38PX65xMdy~oeihkWS7CxLmMwfUTk4CQ0~cwb0yM1LO1N31dsck82971VQ3qUXEz-~QOboTCHpqIOR-yCzdt30pIVGXTIDtMXv6pgi5gpoCBLXHQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, History, Romance","In May, 1980, during the turbulent times of the Gwangju Uprising, Hee-Tae and Myung-Hee fall in love. Their love seems destined by fate.","Lee Do-hyun, Go Min-si, Lee Sang-yi",N/A
Another Miss Oh,Ddo Oh Hae Yeong,? ???,TV Series,2016,N/A,1h 10m,18,1,1,7.8,2.5K,2500,https://m.media-amazon.com/images/M/MV5BNGIzMzI5NzktNTQyYi00OGY4LWE1NzktYmU0YTBlZDYzMzU3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Feel-Good Romance, Comedy, Fantasy, Romance","A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future.","Eric Moon, Seo Hyeon-jin, Ye Ji-won","Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.c4b9fe76-b546-8c1d-4e0b-6a4bd398bd8a), Watch on The Roku Channel (https://therokuchannel.roku.com/details/1d8a139a8ef95ec4ab619315bfa32d5a), Watch on Tubi (https://tubitv.com/)"
Hymn of Death,Saui Chanmi,?? ??,TV Mini Series,2018,N/A,35m,6,1,1,7.6,2.5K,2500,https://m.media-amazon.com/images/M/MV5BZmFiZTJhNGUtMDg4OC00YmNjLTk3MzktMzdhZjI0MzVmYzlmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Tragic Romance, Drama, History, Music, Romance","Kim Woo-Jin is a stage drama writer while Korea is under Japanese occupation. He is already married, but he falls in love with Yun Sim-Deok. Yun Sim-Deok is the first Korean soprano. Kim Woo-Jin and Yun Sim-Deok's fate ends tragically.","Lee Jong-suk, Shin Hye-sun, Kim Won-hae",N/A
Song of the Bandits,Dojeok: Kalui Sori,??: ?? ??,TV Series,2023,TV-MA,1h,9,1,1,7.2,2.5K,2500,https://m.media-amazon.com/images/M/MV5BOTc4ODRiMDItN2Y2NS00YWFjLWI0MzctODc5NzczOTQ4YWUyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2684077849/1434659607842-pgv4ql-1693313472563.mp4?Expires=1730932509&Signature=lQrx3BBkqTcVfUP1pK834qn-GY9q0e8~-v9g6JYSeVRZW~2I7lsu53Pkxbjw62h-uX43Qszp7ACM8kUCg9DcW3jhgszCUCLw1qJsyKDKFOhIH0iY0LwM~nxoQh0C3dxCLFFahx4UvtZH6HQGENt0yWkQ~w-g3yMy8-u6t~ChnZuwC96cidOUoRFC-fDigVJMM5Bwkpi-0MYq3rvRuzUAXNTvs0O1updwUOihip-oQY8TJ97iwXevO9C7jLDMfO3IKpNLuEBKD01K6vfzpw5KDAPoJaJBDuSWhB-yxOd5kfOHf6z29EK5QUHExgCiITcvUtWWW1u-BQz4l~JR0r17LQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Period Drama, Action, Drama, History, Western","The Koreans who gathered in Gando, Manchuria, for their own reasons and band together to protect their homes during 1910-45 Japanese colonial rule.","Kim Nam-gil, Seohyun, Yoo Jae-myung",Watch on Netflix (https://www.netflix.com/watch/81484051)
Son: The Guest,N/A,?: The Guest,TV Series,2018,TV-MA,1h 5m,16,1,1,8.1,2.4K,2400,https://m.media-amazon.com/images/M/MV5BY2QyYTQzZGEtZTE1ZS00MzVjLWJmYTMtZDhmY2FjYzNlZGFhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Supernatural Horror, Drama, Horror, Mystery, Thriller","A psychic, a Catholic priest, and a detective team up to fight crimes caused by supernatural forces.","Kim Dong-wook, Kim Jae-Wook, Jung Eun-chae",N/A
Good Doctor,N/A,? ??,TV Series,2013,N/A,1h 5m,20,1,1,7.9,2.4K,2400,https://m.media-amazon.com/images/M/MV5BN2QxYjc0NTUtYTE5NC00M2VlLTg1YzAtNTNkZGQwYjhkZDQ3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1139852057/1434659607842-pgv4ql-1635505476120.mp4?Expires=1730935601&Signature=kll~VUEWEu~vN9XkbKygL12OdI2bUmQiSACt2Ispw8EuXMVdX5F9LS~oTtUZQKEYYMuAHg6COKIg7nJPUpJXSSdDUuJlJRI5iv5E-2GxaVkUkt6QCbSftZMkBZRcnuYVgXlrTQpyCRXKgptOkbWxki20CQGGOqtfJA2EcjHgrES75YwG2D85FDczno1DXidxhL0plRE~5wXiD~ROxHKD49dG~GxXzETqEgQlPhEVC5CCSepa4V3AXiMoG-vxJgn3lzjhiVQCpSzIuNHXk8ri0sr6JNNKg-wPgBF9IHDylVGwxZYoOEgWILxO7h8XCIm52HtNGO8AL2W36T5MQWYpjQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Medical Drama, Drama, Romance","Park Shi Ohn, who is an autistic savant, aspires to become a pediatrician. He overcomes societal discrimination and uses his exceptional abilities to achieve his dreams.","Park Jae-beom, Joo Won, Moon Chae-won",N/A
"Hi Bye, Mama!",N/A,"????, ??!",TV Series,2020,N/A,1h 10m,16,1,1,7.9,2.4K,2400,https://m.media-amazon.com/images/M/MV5BZTQ2NTQ5ZWItZWRhZi00NGIwLTk1MjUtYmU1ZGM3OTFkY2FjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi4055350809/1434659607842-pgv4ql-1582808529975.mp4?Expires=1730935940&Signature=sflgBbILl-34LjDBvHu4x-cyMjQi6yUkOvluCkM2TwnfftGEQCwz-jR5WhKQeuyiOb3e1YP-n-FAg~6LXy8PUg6gXaS9FVS~pxytxa5s6hYAh~NC2UzW4-8rDTiBm41PvPPMQ52axI7JRWwbI7348lcKoXApioQNy6pf4Wc1i3Y0I-ndku3~YXTAAQ6jj-Q-yRLU09WsFPqsDKcrkbzcsiQCkpzKvlAdoE6Nkq2aC6NhjHj4XhNIhw9-6cdzSmIhva~Li5orQOxzQfcig8~8nk9xaCqI~SPOgiaBZR6RdG14lM2OCoF7uTsWCX9gKzn77g1~7V9evkN55VCKLdHmVA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Fantasy",It's the story of a mother who died and begins a 49-day long project of reincarnation and a husband who has barely begun to live a new life after overcoming the pain of losing his wife.,"Kim Tae-hee, Lee Kyoo-hyung, Ko Bo-gyeol",Watch on Netflix (https://www.netflix.com/watch/81243996)
He is Psychometric,Saikometeuri Geunyeoseok,?????? ???,TV Series,2019,N/A,1h 5m,16,1,1,7.7,2.4K,2400,https://m.media-amazon.com/images/M/MV5BZDY1ZmY5NmUtNjExNi00YzAzLWEzMDctZGMxMmMxNzE5ZmJmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Fantasy, Mystery, Romance, Thriller","A boy who is able to read the secrets of those whose skin comes in contact with him, and a girl who does her best to hide her pain.","Park Jin-young, Shin Ye-eun, Kwon Kim",N/A
The Innocent Man,Sesang Eodiedo Eobneun Chakhan Namja,?? ???? ?? ?? ??,TV Series,2012,N/A,1h,20,1,1,7.6,2.4K,2400,https://m.media-amazon.com/images/M/MV5BNzFiNTY1NDgtNDNiNC00ZjJhLWEyMjUtMWZjYTk0NGJmZTgxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,Drama,"Medical student Kang Ma-Ru is framed for a crime. Seeking revenge, he uses Seo Eun-Gi but realizes there are more important things in life.","Song Joong-ki, Moon Chae-won, Park Si-yeon",N/A
"That Winter, the Wind Blows","Geu Gyeowool, Barami Boonda","? ??, ??? ??",TV Mini Series,2013,N/A,1h 5m,16,1,1,7.5,2.4K,2400,https://m.media-amazon.com/images/M/MV5BOWNkMzM4ODMtYjU1MC00ZmFlLTgyMDMtOTRiOGQ3Y2IyZGQ5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,Drama,A man who was led to a life of a con artist who preys on rich women meets the sole heir to a fortune who is a blind woman.,"Han Jung-hyun, Zo In-sung, Song Hye-kyo","Watch on Netflix (https://www.netflix.com/watch/70296735), Watch on Tubi (https://tubitv.com/)"
Doctor John,Uisa Yohan,?? ??,TV Series,2019,N/A,35m,32,1,1,8,2.3K,2300,https://m.media-amazon.com/images/M/MV5BMTQxZWIxZGUtNTc2Yi00ZmI1LTkzNjgtODI3YWViY2Q0MTBlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3405300505/1434659607842-pgv4ql-1636095324821.mp4?Expires=1730935937&Signature=C~X6V4tPCnzH7OU5gqiEgvAqJZFq-gJMxAGi3PBVy7K4nsCggEJqKpGgZ9J8Y6IrS3v5tuny1OE7U2wNOGv9Kw8nlCkU~qiUr01bK4DGb7xelq3nmTuwJePo~-dlHf55pLMH0zLzElFVar-F6DXOZ4Iv3lbiRgkwcLYYftrpKy~PAg2szYrCHCDxFLPvX-T1h54JpfoPnjt0~hFY6vbbdQps9xdfX4aF9-b0aVD7~J5LQEiywGJMiDwsw9uhwTbBjKV56cNClqW~FMOcO4f4zW2BEtjBmDMf3hTGhs-WHqkNev9k-lpnwhpM7Tidmx4WzvBEwx4sdWNxv1PWnuGicQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Medical Drama, Drama, Mystery, Romance","In a refreshing take on the genre, ""Doctor John"" will portray the doctors' search for the cause of their patients' mysterious pain as a thrilling chase, almost like a detective hunting down the perpetrator behind an unsolved crime.","Ji Sung, Lee Se-yeong, Hwang Hee",N/A
She Would Never Know,"Sunbae, Geu Libseutik Bareujimayo","??, ? ??? ?????",TV Series,2021,TV-14,1h 5m,16,1,2,7.5,2.3K,2300,https://m.media-amazon.com/images/M/MV5BZTVkNTA5N2MtYTBmNC00N2MwLWJkNjEtZjJiM2FkZGU2NDMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3321611033/1434659607842-pgv4ql-1636371722666.mp4?Expires=1730932814&Signature=NHeMH1jWqIqHe-4UJsJies6SJFKYTACBq~Ze7UWpx4bTsQtDlp-ZE8DekYJeg6srNZaE-b6z5XRPEzPGA4Z56w1FAldYQbLOWupGcMPYLKixkG~e63lOSrpWWRZbkcU5Iun3~lFTVdorT5Jh30Fx-bOcx~Od7xyi-iJJD65VCdosOD-7zJo-O3BWfi~BZx9gkCp9oNyxnweLQZlNbGVwU4PSdGrAL9ofHbEtP1z3tH-KsaltGrZSgDeZ2-4V6Lziz7Yz1Ksn9v2-WJbN2RBWMIW72Hb4mimWdjfwR1TL2mGBdYm0zrjE1-3SRjAXEC9M73RA2Ij1Vh~asoN~AwVgIw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance","Based on a popular 2017 Web Novel of the same name, it tells the love story between a lovely ""sunbae"" and a bold ""hoobae"".","Won Jin-ah, Kim Ro-Woon, Lee Hyun-wook","Watch on Netflix (https://www.netflix.com/watch/81394495), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.2a2e803e-cd06-422a-9a24-7ce096af1a60), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.2a2e803e-cd06-422a-9a24-7ce096af1a60)"
Doctor Cha Jeong Suk,Doctor Cha,?? ???,TV Series,2023,N/A,1h,16,1,1,7.5,2.3K,2300,https://m.media-amazon.com/images/M/MV5BOTc0MDUxMmMtNmU5ZS00OWRmLTljZDUtM2FiZDIxM2RmNjYzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3514483737/1434659607842-pgv4ql-1682462073151.mp4?Expires=1730941515&Signature=iqlWyrTIUv6tyXMwljHG3UUve7XuhqT8xBcwoBcX~iGNb~swzWoE5ZStg--7WDMqnnuaWWZW3YAv3iJAJ48QXES96sPxpauO7EiXV3XaMZNy-wEqSn8ONwyyEWiaJv~AEwC~ZDbqZlJw6Dt9gKiySnzdeMk7g9R4d6k1OtAV~hrxr9~mPuVnGel3uiwm19~eqyXNC7G473nQuCQTGONQt~sE32YY0IBS~4wuNpH23Z4ikiDMNJ9-D-7o0sjCw-iT~Cp8Wnz6Qk0SWwO0f8J-QESDR1fH-n7K7exxN3bZ0rLuKM29DgSQugsG9vUpMVa1il~jjA14FoSDTFh9-niAaw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,Drama,"It tells the story of a medical graduate turned housewife but decided to return to the medical field, and a doctor husband who maintains a perfect dual life. He is great at his job and he is also great at cheating on his wife.","Kim Mi-kyung, Kim Byeong-cheol, Uhm Junghwa",Watch on Netflix (https://www.netflix.com/watch/81682438)
