Name,Original Title,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Shooting Stars,Byeolttongbyeol,TV Series,2022,N/A,1h,16,1,N/A,7.6,3.6K,https://www.imdb.com/title/tt19800324/mediaviewer/rm2503613441/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3623338521/1434659607842-pgv4ql-1653377208724.mp4?Expires=1730700702&Signature=DZdxGHXhpVfhmzOBOeFWs9cDjADhMJXCYIxciCkoR2hPtytNK5-Pmp~zRxmKMKGRGQUPuFdmh4K323mnlPhzVeno6ZWPg7BL59Qa0EFR4y~oZJIiDkFNMe4tKv-JSOg8IVG~vuPB2HrPI1LfD2dVRnUVH-LCGjNRqiryjsP9Sitf~l~0Xg0Ryh4muUpYQSdyfNwUgcGnQqt2Yxz9s5CizyvpfNxQcAElZGrk~3EmclV8jSnjooyVo1XwiFUQ1JkS5II-9zR6L52LQAd7vzY1mWGTjofosKvLmJs5nfTo7IvRy5yyRGE9-aqGC835BKM0j33pgrwPUJOpSMSywawKQA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","Oh Han Byul leads an entertainment agency's PR team. One of her top clients is star Gong Tae Sung who does no wrong. They went to the same university, where he became her swoon enemy. They bicker but soon develop feelings for one another.","Lee Sung-kyung, Kim Young-dae, Park So-jin",
18 Again,Eitin Eogein,TV Series,2020,N/A,1h 10m,16,1,N/A,8.2,3.6K,https://www.imdb.com/title/tt12846096/mediaviewer/rm3517162241/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2241708825/1434659607842-pgv4ql-1634127501049.mp4?Expires=1730700611&Signature=OA00SPHfDAHinue2maA9Wiw9pfA4zx1kDNFMK1Anw5hshH4J6bACfjRZX8UYcOybSULKnRYNA17VkHYtCLXggztk0wfG9QxjdyjQi71-cmz05EUBh774D1blSpDgUCwtGhUems22jCdJPlFQnnWP9NAf2HYHpEoubl5cPMDA8r4ISvcoshQN27kR9eorKJuMxRE-B3ivtdMLo-ichRpK5lTaKJsBcp1W91fVBSUALn1T4HeoOuiO693ubW5~D8eF2drFwhgITw6r8D-7WkZZXyi5araiO~oLRScpZpCHhwLKo3Uhoq9JSWnVH7XUk8ce8wzdVyZE0X~N2ZgQzjXaTA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Coming-of-Age, Korean Drama, Comedy, Drama, Fantasy, Romance",A 37-year-old man on the verge of being divorced from his wife suddenly finds himself inside his 18-year-old body. He starts living a new life under a new name to get closer to his children and protect them.,"Kim Ha-neul, Yoon Sang-Hyun, Lee Do-hyun",
"Bring It On, Ghost",Ssawooja Gwishina,TV Series,2016,TV-14,1h,16,1,N/A,7.6,3.6K,https://www.imdb.com/title/tt5768840/mediaviewer/rm2881557504/?ref_=tt_ov_i,N/A,"Supernatural Fantasy, Supernatural Horror, Comedy, Fantasy, Horror, Romance",Hyun Ji is a 19-year-old wandering ghost. One day she meets an exorcist named Bong Pal. They team up to listen to and solve the problems of various ghosts so that they can rest peacefully.,"Im In-Seu, Taecyeon, Kim So-hyun",Watch on Netflix (https://www.netflix.com/watch/81415948)
Soundtrack #1,N/A,TV Mini Series,2022-2023,N/A,44m,10,2,2,7.7,3.5K,https://www.imdb.com/title/tt18970038/mediaviewer/rm2411598081/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3869492505/1434659607842-pgv4ql-1666203649727.mp4?Expires=1730738210&Signature=klAN1R2SZFyuU6f86qjMg4Dod8PjL-SciAoovPITMR26Hc~fj7jBCpz7nB2sVh1~x7voaq6OliGgRpGvkSwJdhbPHVL~~zPonir~bTiRko8OdSGc40nqXm5Bwc4dyPqyHjdAk6hFThg-ySh~XvVgLf0XG1yvqsal04ABB63CVcjd9aRkjWcmSdd5nIr1j0KwhKcCkK85On-1pJxP7qIMs6YMkeie~ghiqy9BpapaJsEZKAyj2kMZWhUTW1IaH3YKxZIyokRQRNG1q83KHn2EorEM6W~dVqjF82xNq5o7gspVVFoHTAsXDFx23GbDFEv~t42ElJLHRkfVoaRVyEyE4g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Music, Romance","Best friends for almost twenty years, our two main characters can no longer ignore the feelings blooming between them as they start living together.","Park Hyung-sik, Han So-hee, Victoria Grace",
Just Between Lovers,Geunyang Saranghaneun Sai,TV Series,2017-2018,N/A,1h 10m,16,1,2,8.2,3.5K,https://www.imdb.com/title/tt7521898/mediaviewer/rm2525975040/?ref_=tt_ov_i,N/A,"Korean Drama, Drama, Romance","A major accident takes the lives of 48 people. The lives of the survivors, those who lost loved ones and those connected to the parties blamed for the tragic event are also marked forever.","Lee Jun-ho, Won Jin-ah, Lee Ki-woo",Watch on Netflix (https://www.netflix.com/watch/81500002)
Revenge of Others,3inching Boksu,TV Series,2022,TV-MA,1h,12,1,N/A,7.6,3.5K,https://www.imdb.com/title/tt23032890/mediaviewer/rm244594689/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1132840217/1434659607842-pgv4ql-1668652734036.mp4?Expires=1730701005&Signature=Jqz7wm8yaRxDKAEIzsqsaYUQHL7ZefgDdm0EUHIASRvEQSMCSXeN2WE~3s9hnyPM2P1hno1yZtQiuUBEsTZFSuQxjKoyeY21ZBfutq1lrOFHDTVfYMHNjBJmmpVaNAq7r~BAAgR7KH9SJDNa3MPbxIuoTkv0GKXa-R36m4tmWy97166qKCyCLrM87Q0vHPvqAG~gxKgxkSWx7bi3fIbRDkom3P0afxrwV6KpAPUSGkwLKquvI4gN6SSSxRp-b6MWKKVz6xBftVEUivha2RSD8HgScUXQMFHJ94aYGlbu1LXbHKA1IOmnhwnwNpCU4NljOlhbxdMdzsyLCHj~Q57rUg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Suspense Mystery, Action, Drama, Mystery, Thriller",Follows the story of Ok Chan-mi as she seeks revenge for the death of her twin brother.,"Shin Ye-eun, Park Solomon, Seo Ji-hoon",Watch on Hulu (http://www.hulu.com?d=Amazon)
Navillera,Nabillera,TV Series,2021,N/A,1h,12,1,N/A,8.7,3.4K,https://www.imdb.com/title/tt13885302/mediaviewer/rm2502085121/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4253204505/1434659607842-pgv4ql-1617201369984.mp4?Expires=1730700691&Signature=pCuReoHtlavyevkjkGgAxGoYiREiJKPCWiw9gTtYyaEqqBdKzkp49FcG9IF~7f2xAelHVIqXSj-VRvyr1cPTkjK~d1mjde6VGBK3IjfSWlksdCl9K8REHGnpWx3~2JzDkIGmdKtzOcA8bDdMZrYf4PpnxTMwrlr9Xct~y~2fOsPyFOwhPei6Ugc8OC-3e-5srAvA2awfeIz6H7kJUB3kX2dy5agPDHpZeCMLgRYedIY6pvoe78kehdiSsG0AdHte6HOe8YXlfIvWhky3okY911E23XkydBQb~8a-JezjGuvLJxVDeK1VLDVDATYnN27vAJvAdEETf1b-UdUWoeXNkQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama",A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.,"Jimin, Park In-hwan, Song Kang",Watch on Netflix (https://www.netflix.com/watch/81403966)
Rookie Historian Goo Hae-Ryung,Shinibsagwan Goohaeryung,TV Series,2019,N/A,35m,40,1,N/A,8.1,3.4K,https://www.imdb.com/title/tt10406128/mediaviewer/rm2209848321/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi157400089/1434659607842-pgv4ql-1563541623820.mp4?Expires=1730703236&Signature=rTySas8i75OLPlEdRpXC0YaiegsNVFwb8FHKZeVW5P7tAZH2-AUGG53TTnC9FWEVEzW7Z5VdkTFdK~4WhNTC8mHZgSyCeDPPbjXpYhZ1Y8PDfIno~UwLdrgLJpR2VI2gLjboqV61V6Yzf43zXr8KOPOARRjcRQesuxqzm4JZoKZa2SNFnij~fs6ceBplxwdJ8iUSDzfSZu4hWraT8kX76QANXabLrfo-JzjaDt74nQ-IhYLg5ci8LKHib6bn6B6xawlfcSlyVF57DmBQ5XsE63woQ3OMzkNvoDPmMTL4S-eg41VasVzK~4b1ssBirTIFMIFI4Z6knqSIh88Hz9qiLA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, History, Romance","Set in 19th-century Korea, a female historian faces gender discrimination but perseveres. She gets entangled with Prince Lee Rim, blurring lines between duty and personal involvement.","Shin Se-Kyung, Cha Eun-woo, Lee Ji-hoon",Watch on Netflix (https://www.netflix.com/watch/81116487)
When the Camellia Blooms,Dongbaekkkot pil muryeop,TV Series,2019,N/A,30m,40,1,N/A,7.9,3.4K,https://www.imdb.com/title/tt10826064/mediaviewer/rm3671036929/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4092904217/1434659607842-pgv4ql-1635834930381.mp4?Expires=1730702736&Signature=oWfXMx4t8Nks8PuVoMnGf3no55NZxjAsazlPQyhZoOK6YP9099M3SJgHfk8nIxCO3N-S9aHG4gL3NnMfHvCtllzKhQ3UaUJQttWMDIqYCGEgNVSKl63fi0jdaxkq5hag4fw8Ccr0WQyH96fFkSqVf8edCEOrI9iXh-K0tMVhnhNzD~bhglL10~iJiW-Fqm80PckQcyP8CeCGfeDu1dm74AhoOaWsLwBH25e2HsNuJxXqw6ZdI-1lbNwXMWSOtORzeVulIXR0iFrWAwsgGqwi-3zjimcpRKlPCPy5ymaluHSOr6eKpZUMmVPH7xhtYiE7RGig~OkqOrkosDolKye~8A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance, Thriller","A love story of the single-parent Dongbaek, the owner of Camellia Bar among a small neighborhood, who is also being the next murder target of a serial killer case.","Kong Hyo-jin, Kim Ji-seok, Ji E-Suu",Watch on Netflix (https://www.netflix.com/watch/81144925)
Beauty Inside,Byuti Insaideu,TV Series,2018,N/A,1h 10m,16,1,N/A,7.5,3.4K,https://www.imdb.com/title/tt8801708/mediaviewer/rm2119400960/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1872610073/1434659607842-pgv4ql-1634107244566.mp4?Expires=1730703541&Signature=lNPh7RjwQ8DWGAXC1vj7Gw1Ep8ChM0r3CqVXkMz3vkoLFsfcfCg9jEObLKHxCt6TpnHwoQiU1fjhinPB7LVY39C-Aktmaj3WtLP3VYH-iGGijsmaFwPlR1K4sBk8eK1y1htg-wDYjGdWYOil1YRHVId2S5FbL9LKDtc6jFFglMbgJOiC1RNHFUNoJM8F98LMvD2p0f26nVTj9KNxiimqfN~La6BK0t3uRCTDNv3r5VTo7qnhV99BpUMQbXtaPxpdrXPmh115pE1SSjeVZf-W8uTZxW1RU5i8o-qoj3eVVlEZPirY8fpZ-SLXd4WD8yDpSsRvDwpS2GZ~Psw5G6aTJg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Fantasy, Romance","The series tells the love story of Han Se Gye, an actress who must spend one week out of each month living in someone else's body, and Seo Do Jae, a man who suffers from Prosopagnosia.","Seo Hyeon-jin, Lee Min-ki, Lee Da-hee",Watch on Netflix (https://www.netflix.com/watch/81029990)
Red Sleeve,Otsomae Bolkeun Kkeutdong,TV Series,2021-2022,TV-14,1h 10m,17,N/A,2,8.5,3.3K,https://www.imdb.com/title/tt14687200/mediaviewer/rm2816207361/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2649670425/1434659607842-pgv4ql-1637649831528.mp4?Expires=1730737626&Signature=Cxk6jvsInN9agTMdgfj24w9QveXfXbvZWMfltVGrovrHWOs6YKy34mHNuzrea6XMYDXJJ8O1be~PK~hx2op9bGLB1YrTxcdiMwocY3DWnbu-y2B7f3xRZtj5QjNG5ep9BWrjhz3lADoImTn~7xk4Mtxk7ZxUR4W0R8r81XT~OwL2shxQQVNUR8V7XiMKnz9vsU2NvRh7tY3yLqH7vfP5CV4Fza02VXYX07u3ut3aqK6HfyDHLFmPvXL~AubLRvIDYHbpyDW60xwKYcqsPcDIh6LE18J81f~CYi5lcUmgkhBcQglBq6P5GkdbR~SDzdxSj72fA6xe21mCcL9A-jN0iQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, History, Romance","Based on a novel of the same name, it tells the record of a royal court romance between the King of Joseon who places his duty to his country first above love, and a court lady who wants to protect the life she has chosen.","Lee Ji-wan, Lee Jun-ho, Lee Se-yeong",
Bulgasal,N/A,TV Series,2021-2022,N/A,1h,16,1,2,7.4,3.3K,https://www.imdb.com/title/tt14691616/mediaviewer/rm1718873601/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi734380825/1434659607842-pgv4ql-1639401865156.mp4?Expires=1730703564&Signature=K~d4~aVfmnqeKy-2ES38~qnlETcEA~r6kQ6zQN494kiUbgTVNYvn08v-FLQktrtNNuCGMonbxSw2vhH4ZjUzYtCO8Pz4~P2tTWqX0w~5lsKcDWLj5orfKblb1HjyBv3GlBvi2OWbe7T1oGySkFJQsbmmTyljmFfbvTjysvRxPwYumC9YCXn-glsEog6jhdf0GWQWl33OBzjyFLXiB6pIuHNwX3t7R6nh9MjJUm4zn0YU7oW--Fsgbn1i~qgPidYgMeTChQnHe5hjw3-eDza~pYp1YAomPlOUiQl~Ra0Y~hFlmNZEZXcQhhooX2kp2M5PC289BckUk3uNkEef-OxXwA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Fantasy, Thriller","The story of a man-turned-immortal, Bulgasal, who wants revenge from a woman with a mysterious past and present, who he deems responsible for his immortality and miseries from the past 600 years, hoping to free himself from his curse.","Lee Jin-wook, Nara, Lee Joon",Watch on Netflix (https://www.netflix.com/watch/81483462)
Castaway Diva,N/A,TV Series,2023,TV-MA,1h 20m,12,1,N/A,7.9,3.3K,https://www.imdb.com/title/tt28348835/mediaviewer/rm324227585/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi272090905/1434659607842-pgv4ql-1698898907617.mp4?Expires=1730700237&Signature=YZohi0uk2OxmBqcPrR9YyVth9J9mNPFWapaUTIUA0B3nlCH17GPyJ5-~tGyYNj0uvtq1AZI-2XbO8pAvlanEy~JV7rTjYiclyASSSZRSSEa3kBOa-2SaJOwPTOg0rNHOZtDtUAn-vxlKq8PxD2NP84Y6W-pVQXHM00KPXgGGViiXXv56hmCejMsLq~5Y7vzUsScu0U3xQxaKm2XM4k2Mvl~YomPEzKEIkxvIWnkHk2g03oG6zYWjDG19TWUBuzKhS1ey5o46i3MBETAnmkIDaJTtsDA0s1nadO4zCAo-O8LMo5oGl5SEJzKvDOHIQ2GFlwlVfqw~kKA8c8hAc4-gyg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Coming-of-Age, Korean Drama, Comedy, Drama, Music, Romance",An aspiring singer who spends fifteen years alone on a deserted island before setting out on a journey to become a diva.,"Park Eun-bin, Ell, Hao Feng",Watch on Netflix (https://www.netflix.com/watch/81701128)
Doctors,Dakteoseu,TV Series,2016,N/A,1h,20,1,N/A,7.6,3.3K,https://www.imdb.com/title/tt5764332/mediaviewer/rm3647346176/?ref_=tt_ov_i,N/A,"Medical Drama, Comedy, Drama, Romance","A rebellious young woman encounters a compassionate teacher whose impact motivates her to transform her life, aspiring to become a neurosurgeon.","Park Shin-hye, Lee Sung-kyung, Kim Rae-won",Watch on The Roku Channel (https://therokuchannel.roku.com/details/8a1ccee577065866af8d9b0add5e5299)
Revenant,Akgwi,TV Series,2023,N/A,1h,12,1,N/A,7.9,3.2K,https://www.imdb.com/title/tt22263470/mediaviewer/rm2563188225/?ref_=tt_ov_i,N/A,"Korean Drama, Supernatural Horror, Drama, Fantasy, Horror, Mystery, Thriller","Ku San Young works and studies at night to become a public officer. After receiving a relic from her dead father mysterious deaths take place around her, and she finds herself slowly changing.","Hong Kyung, Kim Tae-ri, Oh Jung-se",Watch on Hulu (http://www.hulu.com?d=Amazon)
Law School,N/A,TV Series,2021,N/A,1h 5m,16,1,N/A,8,3.2K,https://www.imdb.com/title/tt13885336/mediaviewer/rm1511377665/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2868625433/1434659607842-pgv4ql-1618578156214.mp4?Expires=1730700963&Signature=pFvxT3583PcB8AfQzZEJt~th2axNdlwfOZZJvZ~7pxd~8lpuoLBq1cjnDtB3q~iuo7mIElV5ZGbefGEmctOQdL6K2jove5ED5ixnc6RN4oGv3lOqlhpBJQWR79vZmGUpkB8L9sVtBICJ-vH-B8FqIUcc9n1llapmaz560y6X7MSW0T3IFDX~XIaLd3odwGEOYAJ04x4r5vtWkdrfmGQN62AgObzHrQtA437GIFqIJ5VcVL5ytYvxWVZOcgzvQfGFfZSs~-sFWHlBqC9coHMJnIZlVRTlUGp3X5b6TEsOlH1w1lm6aBVgOrGlztAQscguoFHv0dMo2J9Epx4bnMYWug__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Legal Drama, Crime, Drama, Mystery","When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students.","Kim Myung-min, Kim Bum, Ryu Hye-young",Watch on Netflix (https://www.netflix.com/watch/81413647)
Mystic Pop-up Bar,Ssanggabpocha,TV Series,2020,N/A,1h 10m,12,1,N/A,8,3.2K,https://www.imdb.com/title/tt12246190/mediaviewer/rm2931537665/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi795066905/1434659607842-pgv4ql-1661473357876.mp4?Expires=1730702413&Signature=OtnXlyKCDqwyWmQNpkdk3u~FnNbGOGocgtKXCmQrXwZtEsZCf9GiwMpga4DJVZCtNEVuK02275Cv1YjldRW95LsdXqRy7bYxd4VFYosnKCELPZ0Sx0iS3xYT44We3EZeT6GljMHe2WCAjofwEVM6lsOlnMZZp9masL1rGaMx3BAeGdjFwjndBeQxShr3PbSdqU9OgXAmUGWMhWBL5gPuVgVWzFOMd1erNcWy052~dMZoZr6GeQIn99tIoCAMb0SrfByYTd0uy2W-QrHcscfaqQnKEUolI3p4Asl1XjvS5lFJSBJWrHyJMrCQ0MOda0AH6YygponmH~nX1dF2fCRtjg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Fantasy, Mystery",A young man with an unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.,"Hwang Jeong-eum, Yook Sung-jae, Choi Won-young",Watch on Netflix (https://www.netflix.com/watch/81264882)
My First First Love,N/A,TV Series,2019,N/A,50m,16,2,N/A,7.4,3.2K,https://www.imdb.com/title/tt8995604/mediaviewer/rm2830076929/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3976379417/1434659607842-pgv4ql-1563197855038.mp4?Expires=1730702915&Signature=rU1aAiqOrEBHI15fvu~237YiPlSLuDODXeupu8jvXIZBnp~z57yNhiJmPsZZx4A~owdqEVmzP-CTm67EXgPK7lzPmlx7-Ru~epYBtd76~djMc2trmSemkSMNbLUrZ6lq0PUOlUNpG9ooeDIpHjnRC0~MkXIptasreNHAcnIOzr5JnO1swQeuWlLNZqXqulFngZmywkIAeFb2cUMOPza2RrLSXRDY5BVG4RbkEFyjikN~7zep0~W6oOv7VDRJmN5VN6W6~uyqITbOvJx3d-86P6IVHiwltxbsF-Asz7T3nRBJR6RQG2xNOENUxfZ9KTID~qajtNFa6h-4otkQK7ei7w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance",The story of college students and their realization of first love as they make new friends.,"Ji Soo, Kang Tae-oh, Jung Chae-yeon",Watch on Netflix (https://www.netflix.com/watch/81026700)
Are You Human Too?,Neodo Inganini,TV Series,2018,N/A,35m,36,N/A,N/A,7.9,3.2K,https://www.imdb.com/title/tt7817966/mediaviewer/rm2764062720/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance, Sci-Fi","A young heir falls into a coma after being brutally assaulted. However, his mother is determined to keep him in the race for the family fortune and creates a robot to replace him.","Seo Kang-joon, Gong Seung-yeon, Kim Sung-ryung",
Behind Your Touch,Hibhage,TV Series,2023,TV-MA,1h,16,1,N/A,7.4,3.1K,https://www.imdb.com/title/tt26314390/mediaviewer/rm3012502785/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2459420441/1434659607842-pgv4ql-1689943495195.mp4?Expires=1730700958&Signature=i8VN6yxdXQ9tg-e3Rrml5Z-nJ1nY3Z2JVkbvS2JUtkcsPS1YqyAGQMPWigzyM2CDCgAL94o3jw5CnfLV1fEQDRcQPlaaSa7q7SOtMKSZwac4cwszet-gQQVnY9uFCPlC1WNYXx6L2UoiCHNkf9BVejO2dgg2Cp4QmqxtKq0Ae6XvcdVQUo5qwudsDTtQOwSQ9v5p~6KofSNnpDGQfkFtjb9K2h1dud5y3CcU9fvk2YU5jK-0IvzKEcz0bYLws-~2fVvymKO2lVFV1hNCDqPxcjldbRrW1QedD7QHxEcv8MkwXJ5a6ocE7~F-SNNy152k4iZkDjci5wWIEjNMH6ubFQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Supernatural Fantasy, Suspense Mystery, Comedy, Crime, Drama, Fantasy, Mystery, Romance, Thriller","A veterinarian with psychic powers, and a hot-blooded detective who fall in love with each other while solving minor crime cases in a small town in Mujin, Chungcheong-do.","Han Ji-min, Lee Min-ki, Suho",Watch on Netflix (https://www.netflix.com/watch/81669777)
Perfect Marriage Revenge,Wanbyeokhan Gyeolhonui Jungseok,TV Series,2023,N/A,1h 10m,12,1,N/A,7.9,2K,https://www.imdb.com/title/tt29657033/mediaviewer/rm43865601/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4013213465/1434659607842-pgv4ql-1698722072263.mp4?Expires=1730700983&Signature=eBmucKIpGKV-tthG0LZZsVhNBQPt~bEk1Hzhc4sFMz2YoEGTPiX0XWx4rVri5Q56FPZXf8AfKhImcOrBQBMuB2f9zzNnx9Ai8jisGnXLtG5~Pq11qdYux-qVMaRPfz5~o0mCQMArXDGOyrQL~tBJB2fpo0N2uRxxBTcfQ0VnMN1aEPFyak2UW8QifCbWXRcWTqeDq4hZVfYyzP6vZWAZ1JcPB~FYxsskmbMPc6dFNY84lgDvbx-q3ZWigbAgSQrrEkxmWszHfdSeE0nOjq4pgb3Ixw6ofW8yF9dC~j-ahgQHbp0udwhVFS5Bcna4WNBwO6n4rTglYtXAeBriBGhCwA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Fantasy, Romance","The story of Han Yi-joo, who chose a contract marriage to avenge her husband and family, and Seo Do-gook who postpones a contract marriage to welcome her as his wife.","Jerry Ball, Beombae Lee, Young",
Business Proposal,Sanae matseon,TV Series,2022,TV-14,1h,12,1,N/A,8.1,28K,https://www.imdb.com/title/tt14819828/mediaviewer/rm2524518913/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3279143705/1434659607842-pgv4ql-1644843341700.mp4?Expires=1730700268&Signature=VsgHxeJDVWZrrjPgrz2mNJUzpB4gADXgYWHXhN4Wowjkr37z6NENHfj-R7AI8Zb6KuIRcuxjyGc2uBfGiTRhIUL9fRaevrTxSHuXQVtUESgTPwYpCkn82YWZjX9cCEOfPcFaTo8dKuYxsw68EMORbaoW~Lz-QEpfWWvirYBN4aszxG8Xu0hyaZ8NNARmduKkSKZ7KRnljTnLvDwlBdAPkanDBKMpuGKHRcY4qY5IiUFkxdCgAuAK783OM6lI3s1zfjUBo8voRjzTzcFnAPBkDI7f-~ckE2UUve55qnLYOZK22XZEF88Oozk6nOrfyFgLCpkojyRcUurl4ruxbI6gbw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Romantic Comedy, Workplace Drama, Comedy, Drama, Romance","In disguise as her friend, Ha-ri shows up to a blind date to scare him away. But plans go awry when he turns out to be her CEO - and makes a proposal.","Ahn Hyo-seop, Kim Sejeong, Kim Min-kyu",Watch on Netflix (https://www.netflix.com/watch/81509440)
Descendants of the Sun,Taeyangeui huye,TV Series,2016,TV-14,1h,19,1,N/A,8.2,24K,https://www.imdb.com/title/tt4925000/mediaviewer/rm484842240/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3697262873/1434659607842-pgv4ql-1613069425575.mp4?Expires=1730699822&Signature=V6PaGT3tnUgCUW6TgT4-f3QiBb83FjYWqomd7jqqlCZOXOLOLHR5tlcf3z1Bo5p9wXwdruhb9PrWytsV3pZHCtTwN9RvTCXfEbmXmU9au5OIjl8V181XX8xowbCsH3j4-iSz2apPrCkl00rdyuybd677rBbxfCKXAQGxtf1cvn1QBVpWoBMwgCX3JWKCK56B8XSLk6tu9Cs8AejcR3sr4BY0VabsCnng7omX~pseRw5mbIXZhQa5RuZ00VFqQUqym47Ko~u2Cg-NMAX8HFRWvx~td6Jy8v4UvJL6k6OeJaqrsJJPjNvMt4xaBYTb0j5wZS1QoAMWJdaNox8FEWp4hA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Comedy, Drama, Romance",This drama tells of the love story that develops between a surgeon and a special forces officer.,"Song Joong-ki, Song Hye-kyo, Jin Goo",
Hometown Cha-Cha-Cha,Gaet-na-eul cha-cha-cha,TV Series,2021,TV-14,1h 10m,16,1,N/A,8.3,22K,https://www.imdb.com/title/tt14518756/mediaviewer/rm3985788161/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2929378073/1434659607842-pgv4ql-1633948080609.mp4?Expires=1730700869&Signature=JMFGhT-K~J7agRkIImF-uuVpYOgKjk-VKfDJgUXcD-cO7MzhSlCtSg0qKSNPpWwiPTeXOMOKL4LPy~~3kkM9vv59z4plc0mdsfNYoQfzXazLPIesi938qsb~UkVdr3k3J-wfOzWEPOuSzc9VZkLupLkynDyTPCXoiZB-MbyGH7vUzH07OCtE45Fd8KiBKsLp5LwRe43jWOzNkWHAG~bbi8QnKnI6AyALCwcuyQnsbJMT2itsbXf8-tDQcfhHzrm43AWpVJ0ZjX17n6YhSe7megnIYW7~NSSZ52QxkryM0EktKO-qd3o4NrZyE3I4kmOmUvuDOrrNkqb8~cxfJnaeBQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.","Shin Min-a, Kim Seon-ho, Gina Su",Watch on Netflix (https://www.netflix.com/watch/81473182)
Itaewon Class,Itaewon Keullasseu,TV Series,2020,TV-MA,1h 10m,16,1,N/A,8.2,21K,https://www.imdb.com/title/tt11239552/mediaviewer/rm3767369985/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2588720921/1434659607842-pgv4ql-1582030926784.mp4?Expires=1730702705&Signature=eHFbSTJe1bSZhSu2mXQRnrJa-Nn7vcsE8dBN-osR3WfcETsKhE3FM10Ebk5ogNzqJu-MAlzOllKd0B77vLzOS8TeMY-ndv2NpvBVpF9s14GT0U3OPU36KdBqmOIUjLahiWEtEBQx2ZS5KlE5o3-5z4oLDcJL9prCmeDmvuP4YXwP4Cl6sTFa5dytgK-cDzqz5ui2jaHpVp6vC36CmnLNRK3lNTj0kVEAfHgFyamDxmM0CHMgXOkND8gtBcTGHLdRG2Ggowwn2WWjoLiwRDzl5hmQ8ktLKUwu~ni3YPKK9HkAxPxgpCJjbLpAPnDQBR87oYBWw37pCWDLj-jiGADCeA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","An ex-con opens a street bar in Itaewon, while also seeking revenge on the family who was responsible for his father's death.","Gwang Jin, Park Seo-joon, Kim Da-mi",Watch on Netflix (https://www.netflix.com/watch/81193309)
