Name,Original Title,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Melancholia,Mellangkollia,TV Series,2021,N/A,1h,16,1,N/A,7.3,829,https://www.imdb.com/title/tt15146242/mediaviewer/rm1583412737/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1743700761/1434659607842-pgv4ql-1637647867554.mp4?Expires=1730700286&Signature=amK~CgaiVGR506lCX6PsDUy7mU4l9kHYq4UCDn-qqLMA8f-ChBGWqCgwZ084Na9eJj52fMT6mSBqiU3f~PBTWKjNYXv6iRm5jxNTzLCMm3X8ui1Ef4~R1bITedwEhKiGarRer-p-pMBDXklvdcKauvyNBfcELeLzQ3ny-gyVKT3UXM28tDavJGdeSmAlQoeh5XQObxez1kCMMAsSONUFMDtFXABsX5dRQU~2LGEgZYYA0MVLhuNRHdRfNV99osmHHUyNZoqJOwBZUw0MFnpa3hZ1OSJoTpDuRPjWTisSrQ2Ud6Y8ScjfO~eI1PZ6O3IUbSONQ5NRleFHc5vl7Cqhkg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance","Set at a private high school, a beautiful story emerges between mathematics teacher and a genius mathematics student.","Lim Soo-jung, Lee Do-hyun, Jin Kyung",Watch on Netflix (https://www.netflix.com/watch/81520258)
Sweet Home,Seuwiteuhom,TV Series,2020-2024,TV-MA,52m,26,3,3,7.2,35K,https://www.imdb.com/title/tt11612120/mediaviewer/rm1334268929/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2822555161/1434659607842-pgv4ql-1718984091638.mp4?Expires=1730700957&Signature=cj~1XDI8U1-Q5nuojMhAHlm1YhdVGjdVW5OfQaa7DCjjR8k5hFcyQal5wzx-GAKAaFr8Rls8Lqm9ipcedfbqHivzovk~InOvKKUPo-nQfcqqYXIz4hEp0eRUBOXdRzMkGq7cb3aUfOYBPUi~Q4f5gDb6ChfRQ1oc5xvN5WLeW4U46TnmJgSfji9jf8y0t2yEfz5DofXEQfxcjIIZs865JBb5MidCHS9hC6-sZg0wQcKXnQqIrHUpLZGF8eLaaFot5mfSXh9K6gsdHu85LBrOOBwKvbyHXBetKQCI89eJJRzLNxff4nATuBBHeoHuivypBdGJ4bw0-8Jls00YK44~cQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Monster Horror, Splatter Horror, Supernatural Fantasy, Supernatural Horror, Survival, Teen Horror, Drama, Fantasy, Horror","Hyun, a loner high school student who lost his entire family in a terrible accident, is forced to leave his home and has to face a new reality where monsters are trying to wipe out all of humanity. Now he must fight against all odds to try and race against the clock to save what ...Read all","Song Kang, Lee Jin-wook, Lee Si-young",Watch on Netflix (https://www.netflix.com/watch/81061734)
The 8 Show,Deo Eiteu Syo,TV Series,2024,TV-MA,1h,8,1,N/A,7.2,12K,https://www.imdb.com/title/tt30423279/mediaviewer/rm3432282113/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi803259929/1434659607842-pgv4ql-1713885331224.mp4?Expires=1730700345&Signature=eKdsZ2SF6QKzEWr2jd3AwW--nTPDkGBonMJf8QPr9oqyKvOi9d8VaUr0SWRoJLOUThpZP6-ZtGH1ZoI11dfbjyLsEBk~HY7qsvdcmFIZ6JLJWyewDa11~WEL6NfDsWLU6byakJ-fKeHfnPEFuwo3g3g~rdVaMyJo7hnocfXz7Ua0R3cgbAFPG39lRk6eCAiCmDTKuzb1dB0eK2fcD5kDoCtYhfDrJ~AIjiTwDbBYG~OZCoQTj8BSu2uxQPdgtGzvLwGR6Mpj6kBd8ALnZ27zDKHYqxat4EBFwTsLMz~kXWSZk0hkGE0BTxo4krnep~TCtFROIqx9JqChP-hrq8QO9w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Dark Comedy, Korean Drama, Psychological Drama, Psychological Thriller, Survival, Suspense Mystery, Comedy, Drama, Mystery, Thriller","Eight contestants in financial hardship take part in Money Game, a reality competition with 44.8 billion won up for grabs. To win they must endure 100 days in a sparse studio as all purchases carry a 1000x markup, subtracted from the prize","Bae Jin Soo, Park Jeong-min, Chun Woo-hee",Watch on Netflix (https://www.netflix.com/watch/81719583)
Record of Youth,Chungchungirok,TV Series,2020,TV-14,1h 10m,16,1,N/A,7.2,3.7K,https://www.imdb.com/title/tt12850322/mediaviewer/rm543138561/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2579284249/1434659607842-pgv4ql-1599656545394.mp4?Expires=1730700953&Signature=pca9LTHNcg9VwQsMmfnUSBvxt5OCJO0YJ1wKGtYhbsKlHLwF39CItCLgaxYWPE8vRcWQo2nCUS~p0N9f2bfZGDy6~cya9wC1n7sBaXk9xn47nJK8m-OP4k4HrUwVbjm8QFAOP~83BhaGSyKsrZ8pSyNCq4zFpJm37wkrE1G9w3In2MxM3hjkZhzty-MTVWMh1w2v60zP8AjQ~y1O145t2~KJrJ1-EycdukESLvehgEA6lt4KXkKed08F6I2FWMwJ8hpEPEgk4lHCTvu-sMQZNnLhjfi70AvSpgrx40nw3WhnuE3gvCCZjDlpQ6LcHYfdAvuMewuQnwF5sPhGOPQAkQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance",Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.,"Park Bo-gum, Park So-dam, Byeon Woo-seok",Watch on Netflix (https://www.netflix.com/watch/81290301)
Song of the Bandits,Dojeok: Kalui Sori,TV Series,2023,TV-MA,1h,9,1,N/A,7.2,2.5K,https://www.imdb.com/title/tt21627436/mediaviewer/rm553540609/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2684077849/1434659607842-pgv4ql-1693313472563.mp4?Expires=1730700222&Signature=ESOhpa4oyHw4S2hEGalILKgb4xLnH6QJltctVB8X60kgescso7OQ3WqIMerNzFqKwqXMlQKhFM21PaQnmiUclefBmydi6JP57nY8~T-RrZw5xJr9tPXnMuwiVFlsxjL~etMptJ42SoRps0KSZJAbDDqGIH5uMFKzVKklhcJe8r1lLxRhDQDdSg-WqmQD2Gmmp6tRG23jL7W5vyDMhCoFuo~~sCW01ONxfMqWfD8Lfz5E2MRbxHgKMt40TVBgS-Q5xYE~ZSnGHnzbPL1M203JXhnDTgMGfbd8gOuUimWMGtLCqPNL390Fi16ljMmBxtSGZGh8OhF9LEyXNNjkFkUXZQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Period Drama, Action, Drama, History, Western","The Koreans who gathered in Gando, Manchuria, for their own reasons and band together to protect their homes during 1910-45 Japanese colonial rule.","Kim Nam-gil, Seohyun, Yoo Jae-myung",Watch on Netflix (https://www.netflix.com/watch/81484051)
The Killing Vote,Kookminsahyungtopyo,TV Series,2023,16+,1h,12,1,N/A,7.2,1.6K,https://www.imdb.com/title/tt26471649/mediaviewer/rm3611514881/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1446496025/1434659607842-pgv4ql-1698923726555.mp4?Expires=1730700923&Signature=g5JOsJ10Tc7IW5F3yfL7bgP3XijjCMoNLUfVwajQu8RjjxVly8B~kIdMKCu~E12ctaWlu8UK4XO48dsl5UxKdRMpuVigd0tkoHLYpuqcfR4ChSCr7UsrDUjhViyRTo5slMbHAp-V1g8fuwJUOGo6VK4KwYtY~e-WZpwX95~tf8uMl4szlmSqokC0TUikqAEUJrf8dyr9W7bFfd1nqMrlF90kQVxfN3IKeEJ-Yb4YV18N36sb7PZ4GtNwRE4cIbeS4xcbqThyXhKgezOOBMUv~tryB3r7oHenPMnaNu4EXkytxPL~dQ9Rfmq3UrkX4Bh9x5BVqpCKebpulUoE6G4Lfw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Thriller","In a world where criminals evade justice, citizens vote via text for the death penalty, executed by ""Dog Mask"" if over 50% agree.","Eom Se-yun, Park Hae-jin, Park Sung-woong",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.4d9e4ebc-7a00-44fd-8822-29a9be8cfa96)
"Hello, Me!",Annyeong? Naya!,TV Series,2021,N/A,1h 5m,16,1,N/A,7.2,1K,https://www.imdb.com/title/tt13670090/mediaviewer/rm2871645953/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3723739929/1434659607842-pgv4ql-1635750175239.mp4?Expires=1730701140&Signature=vAlRTtQMea-dp6jJCx5lD1sZAhajtO9k4Vk~dqS7kI0BZCjL3vt6pcx95ohhCVBdBnYNeMdahr2fvSfJsvwHoMDK4Sc3d43wT~jNfXqJs1q~6L8z1vvAME~wwj6EjJ1reFLHpZK1c6JVxJ5wg7BWUFz-pjbCv0Pig37pAZ1Xe~MWXSfrcMpB3L-1F7Mun9tV3lOK6rDlz4ZmxCTCo7YWbRYmjF-8bHQ3PDdx2IHGo8AForwOWcLy81t3cndYFOy9lgU70hocsZtEZGoJlsrBeXsZ4taCl2bRKjrbaTUCM7CJL9Hf0f3HbBFR~PG1sj-RHK89i9ycg7akKwMyDge~YQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Fantasy, Romance","Miserable and unsuccessful, a woman thinks she's lost all her spark, until one day, her spunky younger self appears in front of her demanding change.","Choi Kang-hee, Kim Young-kwang, Lee Re",Watch on Netflix (https://www.netflix.com/watch/81323200)
Today's Webtoon,Oneuleui Webtun,TV Series,2022,TV-14,1h 10m,16,1,N/A,7.2,665,https://www.imdb.com/title/tt21222278/mediaviewer/rm707670273/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi420004377/1434659607842-pgv4ql-1659954875714.mp4?Expires=1730701144&Signature=IyanH3-UhTaFByquYgb7NCwNZXqi0mtbbNL9wYBVMR4kSThVLZdRcV1acawuoPcAxKMIoociE37J9wFJ~MEOVGrmfTK7P8O9JxiHBA-frlPRyrGeIPIcTB64G0muDrd7NPcTB7SdnA4bWO756EfXwrd6cJyzTRX5xVaP7CgLNMayp2~O9RjWBvZWDlsfHSiDVKga82pWILYzDsWhcjpk6slsfqWBRUCWroyhBxqsW~RQCBTUSgRV7prTqAQxilmw6HExdPBLyajyhv145EtYPpjkwGA9ZBYswSppxLa8Nn3f5r86rQ1wHt-EJDyae2HDVac6MoJBipUfzcmr1bfIgg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama",The story is about a woman who struggles together with her coworkers to mature into a true webtoon editor after joining the webtoon editorial department.,"Naoko Matsuda, Kim Sejeong, Daniel Choi",
"Nevertheless,",Algoissjiman,TV Series,2021,TV-14,1h 10m,10,1,N/A,7.1,11K,https://www.imdb.com/title/tt14518284/mediaviewer/rm3412772609/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1309917209/1434659607842-pgv4ql-1624539772613.mp4?Expires=1730701146&Signature=YT5id7ngVmdYmNC4L2fgHu9fHlAeKWhjKFDFymIvpgXHJex8yNj0-kqEWvn5CMnpkItZkUTz7xP~XApPM7wcSa8C1eM9Ix7bi9exiHxce64nka9sPLLT7t4T26YZfpvQuBI47f2BWgmGb57N8zyino9yGhFKShquEXCso8QrzdufsW88U33odtq~21nALKGxZbcjEOvbnMbQuSzQNW~X8irn9Kxs3vQDeSz-2rkNw4ieHumPViUzvVo19ipmFfpT5tv~gBKbqAUejNO8RdZjSDPNyy1zIqqqXOReyLQk5r6lfstq-7voKL11cLK-2T1x0FQVwRVHz7Ce1etezP-pfA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance",The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.,"Jung Seo, Han So-hee, Song Kang",Watch on Netflix (https://www.netflix.com/watch/81435649)
Doona!,N/A,TV Series,2023,TV-14,50m,9,1,N/A,7.1,5.3K,https://www.imdb.com/title/tt24245988/mediaviewer/rm3140440833/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2430387993/1434659607842-pgv4ql-1696428107521.mp4?Expires=1730700882&Signature=bYtQoey6Fc~7tOh57-73laojZNeV16vXQcHYjhYW-5CAGmrLiIYpBACZpCqnj34kXrfc83vp-XxNt8ovhiefywHsvExc3lKOAspS9-RaoJ~aL~tESF93GaL~aPklJnxC4pprp9ppkZeKQTMKGYIki2G~p-fxX9ux4HoS00jMQ~eZAmarAcdZHVMgZ2fZKHuIHoO6pTMmeKhzb1nBKmU8OdswdUNUrgoSMQEXj2FSjsLWnpHQ~YnnRHPxYEhzJhP7Zj7h0NFVx~gpnlnD9dJZ5GxuuAGEicJRJXUO7BKsezsZdfLXs68r9~5w~2IZrnujI1BzpWiiDLYXTVSl2nmEBA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Coming-of-Age, Feel-Good Romance, Korean Drama, Comedy, Drama, Romance",Follows the romance between a freshman college student and an established female pop idol.,"Bae Suzy, Yang Se-jong, Harrison Xu",Watch on Netflix (https://www.netflix.com/watch/81595046)
Big Bet,Kajino,TV Series,2022-2023,TV-MA,58m,16,2,2,7.1,788,https://www.imdb.com/title/tt17329616/mediaviewer/rm3331930881/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi962250009/1434659607842-pgv4ql-1676384136500.mp4?Expires=1730701152&Signature=J~23sUvTUhDXTP-VQRUeqMQLgO8jLdbFhbR8frj4KNp9ppogqqgTey-ann7yKzKrV0AIEYiVO-I7rZ5puZlTWc7uESFwtneDZitezGJor6qQbQctaRl1r7jMifshRabJRt8wjjvWGeqnTLtwgzVyuKZRHX74UwlJHjCZXPxf-zjEvawt1o7xlWnb6cfFrp1Hn8J3wyNhTIUbp9piPFnpUqC7KbGgiPiHz1RP1rkY7-JS0qbkyJ51gEl0BteK5qoRq5Zp2qELwfeDlEP6BOLR~Y~dSQxbE3oWaYwdd--Vev2GrbWQsCzvGrssOw5EbuUDNRwPuQtesYjZJMksihy7nw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Crime, Drama",A crime-action drama about a casino king who is taking risks and trying to get back into the game.,"Choi Min-sik, Son Suk-ku, Lee Dong-hwi",Watch on Hulu (http://www.hulu.com?d=Amazon)
Sisyphus: The Myth,Sijipeuseu: The Myth,TV Series,2021,N/A,1h 10m,16,1,N/A,7,5.4K,https://www.imdb.com/title/tt13715448/mediaviewer/rm264754945/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi155894041/1434659607842-pgv4ql-1613739746713.mp4?Expires=1730700410&Signature=qt-G~zUmXGH9C2gZLmNrgUsB0OFigAiblFfYbzNZ~MadRkq~QFo-5SuzSwUAQdQO-q2V9MDSQMqNWY-M8fqxBjMuEkvbf6gx8Ywp7HYXsbHBSlQDy4jb7EeFSSJBRTyYVkSUoW0z915UUVl0bSNze4C0s50geDb3W~f9LjKIt8A6MZZn3lxIiCdeQ7~0N~6iDOylkBwKr44HzgaJmt87DW4ASHzWnP0GmzuQeodYXYi0F4Mbju-57OyRhT3YyrzB5YF6EBfbdwqNP8oJoKhpyMPBvQmUXBHfJmCLkzl8TH6seL6D1uqBIeXh6d~ojIjAQRTDChrXqF8bTdiSes0OBw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Time Travel, Action, Drama, Fantasy, Mystery, Romance, Sci-Fi","An unfathomable incident introduces a genius engineer to dangerous secrets of the world, and to a woman from the future who's come looking for him.","Cho Seung-woo, Park Shin-hye, Dawn Anderson",Watch on Netflix (https://www.netflix.com/watch/81397558)
Wedding Impossible,Weding Impaseobeul,TV Series,2024,N/A,N/A,12,1,N/A,7,1.1K,https://www.imdb.com/title/tt30301176/mediaviewer/rm780354305/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2947073561/1434659607842-pgv4ql-1709719495055.mp4?Expires=1730701159&Signature=Xl8k7BHVOOtU-UdoKYgj0-PeAiFxQQhZJa6FbkUW7awviOPFVYftjfkxFa9qBEH6cg4KcR-CM6Uo1Z~NReacjJsOtXylaN1rbIXYGRpHr0Br5C9XISsvd0~SYfzOcafrczOq~AkxGRoVmfeVFPqbvQaJEOGeWg4aqta3yhWYpJD43hQpiTw1Zio46x8oSJay6aqfrKlJ96KxgRMuGZV9Bv0LxgBGTWH-WtQTHMuzTL4JgIx0wbH20c3-6GDNFzynOucAgmbyZYNMxmYb7pGrJPqyecMqMr0NN2w~VVRQLyS7ziLrun5PeLcn6Ttm0wgwy8SdY1e9lc9ZFTFglg53Lg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","Na Ah Jeong enters a contractual marriage with her friend Lee Do Han, heir to the chaebol LJ Group, to conceal a secret from his family. Complications arise when Do Han's brother Lee Ji Han opposes their arrangement.","Song Jeongwon, Jeon Jong-seo, Moon Sang-min",
Island,Aillaendeu,TV Series,2022,N/A,55m,12,1,2,6.9,3.2K,https://www.imdb.com/title/tt14166656/mediaviewer/rm4179834369/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi550880537/1434659607842-pgv4ql-1672635604678.mp4?Expires=1730701164&Signature=KZ9W-V5gz-tD~o8sKgp~r2l9fYhsDpfdPbWV4HAh7Ofppqejk~6ZWXrhREkVMYW8V88~Zq0h5RSRE-AIeKayqxwM2K6QwOkW8x0nMpBKkSqoJBA7IIeVe3mRLP9lUBMNCukHyviJSnBrHIv-t7aQBHUfNI0LHcSx2rLw3sbUqnaCvMjNfAVvYLvYFesHJpWnxtgvow8OFGyyGLb4sjgAkonajn35MSzfAOA4MOLwKxUvHDkCzVRqe9zU21pHWuE74rLLVcJ737b4Vj~oWwVcF4P-w4gOYYS8TWzi07C0I7JMDjClBJ~SeZVx7odIl0atyE~u3e564AUur-QCvneAdg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Dark Fantasy, Korean Drama, Supernatural Fantasy, Supernatural Horror, Action, Adventure, Drama, Fantasy, Horror, Mystery","Won Mi Ho's arrogant and selfish attitude causes her father banishing her to Jeju island. Unbeknownst to her, the island is where evil roams free.","Yoon In-Wan, Kim Nam-gil, Lee Da-hee",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.483ea2a9-4ec1-48f6-85ed-726766cd03bc)
Love in Contract,Wolsugeum hwamokto,TV Series,2022,TV-14,1h 10m,16,1,N/A,6.9,1.5K,https://www.imdb.com/title/tt22189294/mediaviewer/rm3935109889/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2125514009/1434659607842-pgv4ql-1664924063443.mp4?Expires=1730700307&Signature=FFCfP4sdw0cISXJBcqkRHxTOiuEEvAVx2dt4vI7q4qnCPSAfrSgZT9CDFJSUsgZ2EKvx1Yw01f~P~cnEZ6u55m-i9j-0QHEHVoZyRqEEkNEj1FVa6CA2dTFd53OrGNsQ6JUih3OdeVkIznWifx~GC9sS23HS03NTeEicmYa0Vnqv-43r-14fIe~YYnFz~LHojZXIt1gG7Ek0qkQACzo5RRPQ6AV6jmp0~sNKcvenkO9VdzuOHGWO9zGRAtUizC~t43WxzjhAbJ9Rp5KOnbUxC4wRxtq~C1O33blh-MC-hGexAKTA6a63RySxrKM8xaEQ5YKW673XC1zNQX1bOwSpSQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance",Tells the story of a helper service that provides wives to single people needing partners to take to gatherings for married couples and school reunions.,"Park Min-young, Go Kyung-pyo, Kim Jae-young",
The Frog,Amudo Eobsneun Supsokeseo,TV Series,2024,TV-MA,1h,8,1,N/A,6.8,3.8K,https://www.imdb.com/title/tt26767508/mediaviewer/rm2006411521/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi453756441/1434659607842-pgv4ql-1723126029140.mp4?Expires=1730700832&Signature=bR1L0BN0V-EiiurmHQs7qwtSrqCrfTBUtPQhH5rkWA4Cd2~cKfVZSOTuc7mTeoodPfEo19gqKsxf7K~tWWDqf9RVfk-UrYdrLEWl9wy2quik4ROeirf~hLPFIE4ngwNJ6QrLzzn9QfS1Gfsx8TogZwkix~IJ6rxc9GMNrQ8YlVjSPegkOJUVN~pXJ3s3OLV7EHtUwJLsuQ-U5iHi8PXWdA4o-FQFDDWZ1AwfzelNE5m8Y1g5AyzzhrwXziSjDmwucsm4x11gXkAece8msp6yaru9A20iZBkJ4A-ze86edH0HTawiMh4DlZ~pcHrKAghZrOOZbx3jeNa8Qt7orWdbVA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Crime, Drama, Mystery, Thriller","A man's life unravels when a mysterious woman arrives at his motel one summer, forcing him to grasp tightly to what he cherishes most.","Go Min-si, Lee Jeong-eun, Yoon Kyesang",Watch on Netflix (https://www.netflix.com/watch/81654427)
Hellbound,Jiok,TV Series,2021,TV-MA,25m,12,2,2,6.6,30K,https://www.imdb.com/title/tt12235718/mediaviewer/rm144567041/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2354955801/1434659607842-pgv4ql-1727275008148.mp4?Expires=1730701175&Signature=mLsSNNMgBCf9SI~brVID-tm5~bgtzyQSOabN0wBZr1Dxy40eVXEqYGVb1~yBVbzwJ6RX481m6kerQy0jX8jLHw6q2Kxd4n0blRbQR3Rk5YTx4ZojGcX3X8SvwRpwFQK6WS5u9im8SJvxTIIU0-HpCKVBTfAHCCyf~4Pfc-wlIUyITlolo2juxAkkJPBJGvmqr0bYZbvvIPvI1x9WvyCx3g1XDE1hRBBApSrWOclyqPrCMF0zPddUbUR-HalweQPR2OslPs5qtU7FLXofOX93p6oLliEBYxMBUl9P1vookWJqOgk~f8Thc1LRLzvkZcwP0HxqqLhesKL2t4LTJhEiQw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Dark Fantasy, Korean Drama, Supernatural Fantasy, Supernatural Horror, Crime, Drama, Fantasy, Horror, Mystery, Thriller","Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.","Kim Hyun-joo, Kim Shin-rock, Aria Song",Watch on Netflix (https://www.netflix.com/watch/81256675)
More Than Friends,Kyungwooui Soo,TV Series,2020,N/A,1h 10m,16,1,N/A,6.6,747,https://www.imdb.com/title/tt12879170/mediaviewer/rm3726286849/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2904539673/1434659607842-pgv4ql-1659598848279.mp4?Expires=1730701145&Signature=cyS2Vw3QKpzIsIVDOOGNLsQcdCeS3KG0vPywqYHbOHTLenDDGmOMjIiVY8louOROPkQDLcHe-iolim3f-WKflt4ZNEjtZGBl8lQeFWZD573NQgvv3Gd6ITM5H6uadizgB~63O35OVb3DGk28PsZ5C9ANRmCctrB3K4mZ22VZkcQhnMe~pwCTR8kSgJ2PyGjRCQmxnle40sGqx~RcWPtON1Bj3HjwupqUfCqRairXNlL7GuZk~HR3XtV8a0dvOkyuaxKzP3ZIgkmiLXoQDsEZacyLVsFKJd3KZZvQ3crHr~oOsiPMu8FgQtE1qeqr~-S6yP9kVZMjd~ZmDoZXBD~qAQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance","A romantic drama about a man and a woman who, due to a misunderstanding, have held a crush on each other for over 10 years.","Ong Seong-wu, Shin Ye-eun, Ahn Eun-jin",
Connect,Keonekteu,TV Series,2022,TV-MA,45m,6,1,N/A,6.5,2.1K,https://www.imdb.com/title/tt22002370/mediaviewer/rm117703937/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi754828569/1434659607842-pgv4ql-1670504593894.mp4?Expires=1730701010&Signature=UsO-~O4Ym5FaU37aLMjrg-aLc5mgt32rDr7bXOrbObf21-dcmvqYzB11uVhQ1aFlKk1wD0TTVTT-4bjo7V4597r0CO9T-JZB2PH67Y~QT5-wibKIO49vjjbLqF54saveoxoCz7aKnKvIeRZ1qQ9h--2m~j423hlu1Btj6FJMmNQSVePFCaq~ex15SGiqDeo8~G33h2jiw3dc4--7d5c-AvkIEGjhIMt0vvmCb6GPSnssI2eOV3VxFkVib-h4j8nvVVqgSu6Eu5P7xjodPrOeOSlIPQMMu3YRpqDkq5Hury4BKow~X7J4NATlDCKQbuOLh4iK~damF-aoxo3HFVnFdw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Dark Fantasy, Korean Drama, Psychological Drama, Psychological Thriller, Crime, Drama, Fantasy, Mystery, Thriller",A man is kidnapped and one of his is eyes removed by a gang of organs hunters and transplanted into a serial killer. The unwilling donor now has terrible visions as he witnesses terrifying attacks on the residents of Seoul.,"Jung Hae-in, Go Kyung-pyo, Kim Hye-jun",Watch on Hulu (http://www.hulu.com?d=Amazon)
The Interest of Love,N/A,TV Series,2022,N/A,1h 13m,16,1,2,6.5,1.4K,https://www.imdb.com/title/tt24224910/mediaviewer/rm3772792321/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2598552857/1434659607842-pgv4ql-1670941837407.mp4?Expires=1730701021&Signature=COFM7XMERyfc-GaNWGSr69EimCSa75bQV2RpuacFXyNWZcifOr-fEkP-SA7q9fuPOApJmkzGapniONMeFQvQ34uXEH3azrEM2sCuq6W-ZoGQzUbRaN1LDav8HcsDguim09-mafkPdAgYIzcK5sfMFlUkNjaK6rQc0KjpcZPI2CWX7o5M-Jx870fxrFKM0p5tK2RJQaSHmzcLMo68pBYBxH4I72xUsUdp50gdf2NPUg1c3PSEAmF86VbP-qOjbj3PlkC6rxbUFRlQYAoAykU0ASC6Q4yA~NNHlbomtEoQpYmd0ddlAFKLh7qRiqR635odGmw1yHKpA5oExiF733aQZA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Workplace Drama, Drama, Romance",Four men and women working at the same bank get entangled in a complicated romance as they discover how far they're willing to go for love.,"Yoo Yeon-seok, Moon Ga-young, Keum Sae-rok",Watch on Netflix (https://www.netflix.com/watch/81611740)
Frankly Speaking,Bimileun Eobseo,TV Series,2024,N/A,1h,12,1,N/A,6.5,663,https://www.imdb.com/title/tt32138907/mediaviewer/rm1759477505/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi467584537/1434659607842-pgv4ql-1716275262383.mp4?Expires=1730701186&Signature=WCxzbODC1qG4-MlyLKF91mcKuF0SBizE1wyyRyXb0DCcOCfTfzNU1LIL73z434dCxh60Dc2ZmvAMZk9oaNF2tRgJ0OyZ5ryQUr3Hs4Z0x5qS4k5R-BZnDhwkMGyKJmjYcR7UNmwmWt2lRsySMaTOZ2C52jqZRt2GOR2~NlrNSsh0MduDDL3QHPyIYRYdq7U~yt3p-fakuu2YIFgUwuHYZjS9Kbc3hxkfivn9YrY3SlWMwzq6TDgw0MNPeLApw8~b8UzQGjTOdjDtwyfDOE30TFM57eOOVun3FHbyEnSqI5CaZAzmmCMmE-0ByTYj3POtT0S-cMBDcwbLPj-JYVHcew__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","A well-respected announcer suddenly loses his ability to self-censor on air, catching the attention of a TV writer who invites him on her variety show.","Go Kyung-pyo, Kang Han-na, Joo Jong-hyuk",
